bin/genomesuperkingdomphylumclassorderfamilygenusspecies
unfiltered/maxbinned_coassembly.fa.038Bacteria[:w56.04%;c68.56%]Chloroflexi[:w53.15%;c55.52%]Anaerolineae[:w1.07%;c1.13%]Anaerolineales[:w1.07%;c1.13%]Anaerolineaceae[:w1.07%;c1.13%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]
unfiltered/maxbinned_coassembly.fa.039Bacteria[:w13.33%;c22.12%]Ignavibacteriae[:w11.40%;c16.15%]Ignavibacteria[:w2.84%;c6.35%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]
unfiltered/maxbinned_coassembly.fa.040Bacteria[:w31.40%;c35.00%]Proteobacteria[:w31.06%;c30.00%]Deltaproteobacteria[:w26.13%;c22.50%]Desulfobacterales[:w24.20%;c11.25%]Desulfobulbaceae[:w24.20%;c11.25%]Desulfobulbus[:w24.18%;c10.00%]None[:w0.00%;c0.00%]
unfiltered/maxbinned_coassembly.fa.041Bacteria[:w72.68%;c72.55%]Proteobacteria[:w65.12%;c64.07%]Gammaproteobacteria[:w4.12%;c4.39%]Pseudomonadales[:w0.27%;c0.30%]Pseudomonadaceae[:w0.27%;c0.30%]Pseudomonas[:w0.19%;c0.20%]None[:w0.00%;c0.00%]
unfiltered/maxbinned_coassembly.fa.042Bacteria[:w20.84%;c31.02%]Candidatus Peregrinibacteria[:w14.59%;c14.60%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]
unfiltered/maxbinned_coassembly.fa.043Bacteria[:w26.98%;c38.50%]Proteobacteria[:w26.98%;c38.50%]Deltaproteobacteria[:w19.24%;c31.86%]Desulfobacterales[:w11.73%;c20.35%]Desulfobulbaceae[:w6.44%;c9.73%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]
unfiltered/maxbinned_coassembly.fa.044Bacteria[:w24.61%;c36.91%]Unofficial_Candidatus Dependentiae[:w13.64%;c8.72%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]
unfiltered/maxbinned_coassembly.fa.045Bacteria[:w15.98%;c26.84%]Ignavibacteriae[:w15.42%;c24.70%]Ignavibacteria[:w11.03%;c18.05%]Ignavibacteriales[:w1.76%;c3.09%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]
unfiltered/maxbinned_coassembly.fa.046Bacteria[:w32.15%;c33.77%]Proteobacteria[:w17.62%;c19.30%]Alphaproteobacteria[:w6.89%;c7.02%]Rhizobiales[:w2.30%;c3.07%]Methylocystaceae[:w0.57%;c0.88%]Methylocystis[:w0.57%;c0.88%]None[:w0.00%;c0.00%]
unfiltered/maxbinned_coassembly.fa.047Bacteria[:w50.41%;c39.34%]candidate division WWE3[:w45.76%;c9.84%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]
unfiltered/maxbinned_coassembly.fa.048Bacteria[:w45.05%;c47.68%]Chloroflexi[:w36.32%;c34.94%]Anaerolineae[:w5.27%;c6.40%]Anaerolineales[:w4.01%;c5.09%]Anaerolineaceae[:w3.97%;c5.03%]Pelolinea[:w0.26%;c0.39%]Pelolinea submarina[:w0.26%;c0.39%]
unfiltered/maxbinned_coassembly.fa.049Bacteria[:w34.01%;c50.00%]Chloroflexi[:w31.60%;c45.18%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]
unfiltered/maxbinned_coassembly.fa.050Archaea[:w77.68%;c87.37%]Thaumarchaeota[:w77.53%;c86.94%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]
unfiltered/maxbinned_coassembly.fa.051Bacteria[:w6.87%;c18.01%]Proteobacteria[:w3.91%;c7.45%]Deltaproteobacteria[:w3.61%;c1.86%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]
